Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20140210.Facebook Fraud.oVfHeWTKjag.en.txt,1,1603,57.74,62.26,28.15,90.03,1603.00,18.84,83.22,53.34,15.16,8.61,4.18,0.25,1.75,0.62,1.81,6.49,6.43,13.35,8.23,5.93,7.30,1.37,16.09,5.43,3.31,2.12,2.99,2.87,6.86,5.36,1.50,0.19,0.12,0.12,9.86,0.00,0.31,0.00,0.62,12.35,2.43,2.25,1.56,2.74,1.25,3.12,1.75,0.56,1.19,0.00,0.25,0.06,0.00,0.12,0.06,5.68,2.12,0.75,1.81,1.00,0.62,4.49,10.61,0.81,9.98,1.06,5.55,3.18,1.43,1.81,0.12,2.06,0.00,0.06,0.12,0.06,0.00,0.00,0.06,0.00,3.49,0.00,0.19,0.12,0.06,0.00,0.00,0.12,0.00,2.18,0.00,0.81
20160315.These Liquids Look Alive!.CNQf9vZqv7k.en.txt,1,823,67.22,50.97,68.04,57.94,823.00,22.60,83.60,52.73,12.88,5.35,1.34,0.36,1.34,0.00,2.31,7.53,7.78,13.73,6.93,5.59,10.21,0.61,14.34,5.95,5.22,1.82,0.85,4.37,3.89,2.79,1.09,0.61,0.12,0.24,5.47,0.00,0.12,0.00,0.00,13.24,2.07,2.43,0.97,2.79,0.97,4.98,2.07,1.46,0.12,0.49,2.92,0.12,0.49,0.00,2.31,4.01,0.61,0.49,2.19,0.73,0.12,1.70,11.54,0.97,16.40,4.13,8.63,3.77,0.24,0.12,0.00,0.00,0.00,0.12,0.61,0.00,0.00,0.12,0.49,0.00,2.19,0.00,0.00,0.24,0.00,0.00,0.00,0.36,0.00,1.58,0.00,0.00
20110716.Persistence Of Vision.bcstc1ozczQ.en.txt,1,569,33.11,61.08,63.20,91.47,569.00,10.02,94.20,56.06,20.04,9.31,3.69,1.41,3.69,0.35,0.18,10.72,7.03,11.60,9.84,6.68,7.03,2.11,17.40,10.72,1.93,1.58,0.88,2.46,5.10,4.57,0.53,0.00,0.35,0.00,8.79,0.00,0.18,0.00,0.35,12.13,1.93,0.53,1.23,1.93,2.11,5.27,13.71,13.18,0.53,0.00,0.53,0.53,0.00,0.00,0.00,4.22,2.46,0.18,0.70,0.70,0.18,1.05,13.36,1.58,13.71,2.64,7.91,3.69,0.53,2.64,0.00,0.00,0.00,0.00,3.87,0.00,0.88,1.58,1.41,0.00,5.80,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,5.45,0.00,0.00
20120824.Misconceptions About Temperature.vqDbMEdLiCs.en.txt,1,779,36.09,63.07,65.33,81.34,779.00,12.45,87.03,54.69,19.13,10.40,4.36,1.41,3.85,0.13,0.64,8.73,8.73,8.86,9.88,6.68,6.68,1.16,20.03,7.45,5.26,2.82,2.31,2.31,4.62,3.85,0.77,0.00,0.13,0.13,8.22,0.13,0.26,0.00,0.64,15.79,5.52,2.70,1.80,3.08,0.64,4.62,6.93,0.77,0.39,5.52,0.39,0.26,0.13,0.00,0.00,3.59,1.54,0.64,0.13,0.77,0.51,1.54,15.02,1.54,10.78,3.47,5.78,2.70,1.41,1.41,0.39,0.39,0.13,0.00,5.13,0.00,1.16,2.70,1.54,0.00,5.01,0.00,0.00,0.26,0.00,0.00,0.00,0.13,0.00,4.62,0.00,0.00
20171212.This Particle Breaks Time Symmetry.yArprk0q9eE.en.txt,1,1598,68.17,52.00,48.92,35.61,1598.00,23.09,82.17,51.50,11.01,3.69,0.38,0.94,1.00,0.31,1.06,7.32,8.89,11.70,9.14,5.13,8.20,1.44,14.77,5.01,2.13,1.69,2.00,1.88,4.19,2.38,1.81,0.00,0.69,0.25,5.38,0.06,0.06,0.25,0.13,15.58,2.94,2.32,2.63,3.63,2.25,5.01,1.44,0.56,0.56,0.19,0.81,0.13,0.69,0.00,0.00,5.32,1.38,0.81,2.69,0.63,0.13,3.63,10.01,0.81,15.46,2.13,9.32,4.82,2.44,0.88,0.00,0.00,0.06,0.00,0.44,0.00,0.06,0.31,0.13,0.00,2.25,0.06,0.00,0.13,0.00,0.00,0.00,0.44,0.00,1.63,0.00,0.00
20120222.Spinning Tube Trick.wQTVcaA3PQw.en.txt,1,577,42.57,72.79,71.66,31.69,577.00,9.71,89.60,61.87,20.10,14.21,6.93,2.60,4.51,0.00,0.17,5.89,9.88,13.17,9.36,7.28,8.84,1.04,21.32,1.73,1.91,2.08,1.39,1.73,2.08,1.21,0.87,0.00,0.52,0.00,9.88,0.00,0.00,0.00,0.00,11.27,3.12,2.08,3.12,2.60,0.17,2.95,5.55,4.16,0.35,1.04,0.52,0.52,0.00,0.00,0.00,6.24,2.77,1.56,1.91,0.52,0.00,1.56,15.77,2.95,14.56,2.43,8.84,2.95,0.87,1.21,0.00,0.52,0.00,0.00,1.91,0.00,1.21,0.17,0.52,0.00,5.89,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,5.55,0.00,0.00
20150209.An Astronaut's View of Earth.6YOz9Pxnzho.en.txt,1,690,69.24,65.23,78.10,28.18,690.00,14.06,87.83,60.43,16.67,7.97,2.61,2.90,1.45,0.29,0.72,8.70,10.43,14.78,10.00,3.91,7.68,0.87,17.83,3.04,1.88,1.30,1.30,2.61,1.88,1.01,0.87,0.00,0.29,0.14,7.54,0.00,0.00,0.14,0.29,14.06,2.17,3.62,1.01,3.33,2.75,4.49,3.19,2.61,0.14,0.43,1.59,0.72,0.58,0.14,0.29,7.97,3.33,1.30,2.03,1.30,0.43,2.75,12.61,1.45,17.68,4.06,9.71,4.06,0.87,0.00,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.14,0.00,0.00,4.20,0.00,0.00,0.29,0.00,0.00,0.00,0.29,0.00,3.62,0.00,0.00
20110203.Scientific Notation - Example.-vomqiURUgA.en.txt,1,209,76.13,71.71,17.15,34.05,209.00,11.96,74.16,51.20,9.09,3.83,0.00,0.48,3.35,0.00,0.00,5.26,9.57,12.92,10.53,7.18,6.22,0.48,14.83,1.44,0.48,1.91,13.88,2.39,1.44,0.96,0.48,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,12.44,3.35,2.39,3.83,2.87,1.91,2.87,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.35,0.48,0.96,0.96,0.48,0.48,2.39,11.00,1.91,12.92,0.96,6.22,5.74,0.96,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.48,0.00,3.83,0.00,0.00,0.96,0.00,0.00,0.00,0.48,0.00,2.39,0.00,0.00
20110202.I'm Atoms (Scientific Cover of Jason Mraz's I'm Yours).DBjZz0iQrzI.en.txt,1,276,60.05,79.76,35.93,31.97,276.00,12.32,79.71,50.72,15.22,9.06,3.26,1.45,3.99,0.00,0.36,6.16,6.16,13.04,10.51,4.35,6.16,0.36,18.12,2.54,1.45,2.17,1.81,1.81,2.54,1.45,1.09,0.00,0.36,0.36,8.33,0.00,0.00,0.00,0.00,10.87,1.81,3.99,0.36,2.54,1.09,1.81,5.43,1.45,1.81,1.09,3.26,0.36,0.72,0.00,2.17,4.35,2.17,1.09,1.09,0.00,0.00,3.62,13.04,0.72,12.32,0.72,8.33,3.26,0.72,2.17,0.00,0.00,0.00,0.00,1.81,0.00,0.72,0.36,1.09,0.00,8.70,0.00,0.00,0.72,0.00,0.00,0.00,2.90,0.00,2.90,0.00,2.17
20110813.Does Pressure Melt Ice.gM3zP72-rJE.en.txt,1,193,43.28,56.18,68.16,65.05,193.00,16.58,82.38,57.51,18.13,7.25,3.63,2.07,1.55,0.00,0.00,10.88,8.81,11.92,9.33,7.25,9.33,0.00,16.58,3.63,2.59,2.59,1.55,0.00,6.22,4.15,2.07,1.55,0.00,0.00,5.18,0.00,0.00,0.00,0.00,9.33,1.04,1.55,1.04,2.59,0.52,3.63,2.59,1.55,0.00,1.04,1.55,0.00,0.00,0.00,1.55,7.25,2.59,1.55,2.59,1.04,0.00,4.15,12.44,1.55,16.58,3.63,6.74,5.70,3.11,0.52,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.52,0.52,0.00,6.22,0.00,0.00,1.55,0.00,0.00,0.00,0.00,0.00,4.66,0.00,0.00
20111110.Atomic Rant.357_DHp3Nys.en.txt,1,463,52.47,77.51,26.76,37.22,463.00,17.49,81.86,58.32,19.22,7.78,2.38,1.30,2.59,0.00,1.51,11.45,8.64,13.17,9.50,7.34,4.97,0.86,14.90,2.81,3.02,1.94,0.43,3.24,1.94,1.30,0.65,0.00,0.00,0.00,8.42,0.00,0.00,0.00,0.00,10.37,1.94,1.30,1.08,3.67,1.30,1.51,4.54,2.16,1.08,0.86,0.22,0.22,0.00,0.00,0.00,3.89,1.30,0.43,1.51,0.65,0.22,1.94,12.96,1.08,12.53,0.86,7.78,4.10,2.38,0.22,0.00,0.22,0.00,0.00,0.22,0.00,0.00,0.00,0.22,0.00,4.10,0.00,0.00,0.43,0.00,0.00,0.00,0.22,0.00,3.02,0.00,0.43
20210331.The Secret of Synchronization.t-_VPRCtiUg.en.txt,1,3311,73.47,71.59,59.28,41.03,3311.00,19.27,83.09,53.46,13.80,5.77,0.82,0.69,2.33,0.48,1.45,8.03,8.85,14.26,8.22,5.50,6.74,1.03,15.46,4.02,2.99,1.78,2.48,2.30,2.42,1.63,0.79,0.06,0.21,0.12,8.15,0.00,0.33,0.00,0.57,11.42,1.93,1.96,1.78,2.45,1.36,3.59,2.05,1.30,0.51,0.21,0.82,0.51,0.12,0.00,0.21,5.38,1.45,1.00,1.81,1.12,0.24,3.11,10.66,0.85,18.33,3.99,8.52,6.22,0.94,0.60,0.12,0.12,0.03,0.09,0.33,0.03,0.03,0.06,0.15,0.03,2.90,0.03,0.00,0.06,0.00,0.00,0.00,0.09,0.00,2.42,0.00,0.30
20110225.Best Film on Newton's Third Law. Ever..8bTdMmNZm2M.en.txt,1,754,67.17,51.06,60.18,72.90,754.00,11.94,89.66,55.84,13.26,5.04,1.86,0.93,1.19,0.00,1.06,8.22,11.80,11.54,10.08,6.90,6.37,1.46,16.18,6.63,5.44,1.72,2.92,5.44,3.58,3.05,0.53,0.00,0.00,0.00,5.31,0.00,0.13,0.13,0.27,16.45,3.05,5.84,1.59,1.99,1.46,3.85,0.66,0.40,0.00,0.27,0.00,0.00,0.00,0.00,0.00,7.96,0.93,0.66,5.17,1.06,0.40,2.12,12.20,0.66,15.38,2.39,11.01,1.86,1.06,0.13,0.00,0.00,0.00,0.00,2.12,0.00,0.13,1.46,0.66,0.00,3.58,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,3.32,0.00,0.00
20150203.Do Cell Phones Cause Brain Tumors.wU5XkhUGzBs.en.txt,1,1428,65.04,74.49,26.86,25.77,1428.00,16.25,87.61,53.50,13.38,6.79,1.68,0.21,3.29,0.00,1.61,6.58,7.56,13.52,8.75,6.58,6.86,1.05,15.20,3.92,3.01,1.96,2.73,2.66,2.03,0.98,0.98,0.28,0.07,0.21,9.80,0.00,0.00,0.07,0.00,15.69,2.80,4.06,2.87,3.99,0.98,3.99,3.57,0.77,2.73,0.00,3.92,1.19,2.17,0.00,0.49,5.04,0.84,0.49,2.59,0.77,0.77,2.73,11.27,1.33,11.69,1.68,6.37,3.71,3.43,0.70,0.49,0.56,0.00,0.00,0.91,0.00,0.14,0.56,0.14,0.00,3.01,0.14,0.21,0.14,0.00,0.00,0.00,0.49,0.00,1.89,0.00,0.14
20111001.Make Plasma With Grapes In The Microwave!.RwTjsRt0Fzo.en.txt,1,874,43.21,82.60,19.80,82.94,874.00,13.73,87.53,54.81,16.25,8.12,1.37,4.00,2.17,0.00,0.57,8.12,6.98,11.78,9.73,7.21,7.55,1.37,17.73,4.58,2.17,1.60,1.03,2.97,4.35,3.78,0.57,0.00,0.11,0.00,8.35,0.00,0.00,0.00,0.00,11.56,2.52,2.17,1.60,3.55,0.80,2.40,2.97,1.26,0.00,1.26,1.49,0.69,0.11,0.00,0.69,10.64,4.46,1.60,2.86,2.17,0.34,3.55,12.24,0.80,11.21,2.52,6.52,2.29,1.60,0.23,0.92,0.11,0.23,0.00,4.81,0.00,0.11,1.60,2.86,0.34,3.78,0.00,0.00,0.23,0.00,0.00,0.00,0.23,0.00,3.32,0.00,0.00
20140505.Buoyancy Quiz.C_covjcIcZ4.en.txt,1,319,25.67,72.42,64.31,61.44,319.00,8.15,93.42,59.25,20.38,8.15,2.19,1.25,4.39,0.31,0.00,12.23,6.58,10.34,13.79,6.27,5.64,0.94,23.20,5.33,3.76,3.13,0.31,3.13,2.51,2.19,0.31,0.00,0.31,0.00,6.90,0.00,0.00,0.00,0.31,12.85,4.39,2.51,2.82,4.39,0.63,3.13,4.08,1.25,0.63,0.63,2.51,0.00,0.00,0.00,2.51,4.70,1.25,1.25,2.19,0.63,0.00,0.63,20.06,3.76,16.61,4.08,10.97,2.19,0.31,3.76,0.31,0.00,0.00,0.00,4.70,0.31,1.57,1.88,1.25,0.00,4.08,0.00,0.00,0.63,0.00,0.00,0.00,0.31,0.00,3.13,0.00,0.00
20170615.How To See Air Currents.4tgOyU34D44.en.txt,1,750,65.25,57.92,43.37,35.06,750.00,16.80,82.67,55.87,14.13,5.60,1.87,0.67,2.80,0.00,0.27,8.53,8.67,13.87,8.00,6.53,8.93,0.40,14.40,5.33,3.33,2.27,1.07,1.73,1.87,1.20,0.67,0.27,0.00,0.13,4.27,0.00,0.00,0.00,0.00,12.67,1.20,4.53,1.73,2.27,0.80,3.47,6.53,5.20,0.13,1.20,0.53,0.40,0.13,0.00,0.13,4.13,0.67,1.07,1.73,0.67,0.00,2.13,12.40,1.20,15.20,2.27,10.00,3.07,0.40,0.53,0.13,0.00,0.00,0.00,0.40,0.00,0.00,0.27,0.13,0.00,1.87,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00
20111010.Supersized Slow-Mo Slinky Drop.JsytnJ_pSf8.en.txt,1,451,42.15,68.71,79.49,81.65,451.00,11.97,91.57,56.76,18.85,8.20,2.66,2.88,2.44,0.00,0.22,10.64,9.09,11.53,10.20,6.65,5.54,3.10,24.39,4.88,3.33,2.22,1.11,2.00,3.99,3.55,0.44,0.22,0.00,0.00,8.43,0.00,0.22,0.00,0.00,13.75,4.21,1.33,1.77,1.33,2.44,3.10,3.10,1.55,0.67,0.67,0.44,0.44,0.00,0.00,0.00,8.20,3.10,1.55,2.22,2.00,0.22,2.88,18.63,1.77,17.74,4.88,8.65,4.66,0.89,0.89,0.00,0.00,0.00,0.00,3.10,0.00,0.22,2.00,0.89,0.00,6.43,0.00,0.00,0.44,0.00,0.00,0.00,0.44,0.00,5.54,0.00,0.00
20160330.Science of Laser Hair Removal in SLOW MOTION.S20-1_XqVPM.en.txt,1,1386,70.12,59.69,33.66,54.29,1386.00,16.23,83.41,54.62,14.50,6.35,2.45,1.08,2.09,0.43,0.29,8.08,9.60,13.64,7.65,6.35,6.93,1.37,14.72,3.90,2.38,1.52,1.73,1.59,4.40,2.96,1.44,0.00,0.36,0.07,6.20,0.00,0.07,0.43,0.29,10.75,1.59,3.46,1.66,1.66,0.58,3.10,4.83,2.31,1.15,1.37,1.66,1.30,0.00,0.07,0.36,5.56,1.23,1.44,1.80,1.01,0.43,2.09,11.33,1.15,13.42,2.60,7.43,3.61,1.73,0.65,0.07,0.22,0.14,0.29,1.37,0.00,0.29,0.58,0.36,0.07,3.17,0.14,0.00,0.14,0.00,0.00,0.00,0.22,0.00,2.53,0.00,0.14
20200916.How Kodak Exposed The Atomic Bomb.7pSqk-XV2QM.en.txt,1,2199,88.31,60.59,35.84,30.37,733.00,22.33,76.76,47.79,8.78,3.41,0.32,0.73,0.55,0.59,1.23,5.32,8.69,14.73,6.46,5.32,6.32,0.82,10.78,4.59,2.36,2.09,3.59,2.36,2.36,1.27,1.00,0.14,0.18,0.05,4.96,0.14,0.05,0.00,0.59,9.69,1.59,2.50,0.82,2.00,1.14,2.41,2.36,1.09,1.18,0.09,2.09,0.50,1.14,0.00,0.50,5.14,0.86,0.73,2.41,0.50,0.95,5.78,5.05,0.59,15.92,1.32,9.05,5.59,3.23,2.23,0.05,0.00,0.00,0.23,0.50,0.00,0.23,0.05,0.18,0.00,2.82,0.32,0.00,0.09,0.00,0.00,0.00,0.95,0.00,1.27,0.00,0.18
20170405.The Bayesian Trap.R13BD8qKeTg.en.txt,1,1918,36.14,79.49,21.25,71.74,1918.00,18.40,92.23,59.59,16.84,8.19,0.99,1.67,3.23,1.93,0.36,8.65,7.92,11.73,10.43,8.03,8.60,1.67,18.30,4.90,2.45,1.77,2.14,2.61,3.91,3.18,0.73,0.10,0.05,0.26,10.27,0.05,0.05,0.16,1.88,19.76,3.60,2.50,2.29,5.84,3.55,4.28,2.35,0.73,1.25,0.16,1.62,0.05,1.56,0.00,0.00,5.68,1.93,1.09,1.04,1.93,0.26,4.33,12.04,0.99,11.57,1.67,4.80,5.37,2.45,0.83,0.00,0.42,0.21,0.10,0.42,0.00,0.00,0.05,0.31,0.00,4.12,0.10,0.00,0.10,0.00,0.00,0.00,0.26,0.00,2.97,0.00,0.68
20120717.Veritasium & Team Record Gold Invade London.2PP9lRSmmeo.en.txt,1,479,32.92,83.16,61.52,25.77,479.00,14.41,86.64,58.25,18.16,11.27,5.01,1.25,4.38,0.00,0.63,6.89,6.68,12.73,12.32,6.89,8.35,0.84,21.09,2.71,1.46,2.09,1.04,1.46,2.92,1.46,1.46,0.00,0.42,0.21,11.90,0.00,0.21,0.00,0.21,8.56,2.30,1.25,1.46,1.25,1.46,1.88,2.30,1.25,0.84,0.00,0.63,0.42,0.21,0.00,0.00,6.68,3.13,1.88,1.88,1.04,0.21,3.13,15.66,2.51,15.03,3.76,7.52,4.38,2.51,3.34,0.00,0.00,0.00,0.00,2.51,0.21,0.63,0.84,0.42,0.00,6.89,0.00,0.00,0.42,0.00,0.00,0.00,0.63,0.00,5.43,0.00,0.42
20210416.This Unstoppable Robot Could Save Your Life.qevIIQHrJZg.en.txt,1,2477,52.76,60.83,46.72,57.06,2477.00,15.18,84.17,58.94,16.59,5.81,1.45,1.09,2.10,0.00,1.17,10.70,8.28,14.25,9.53,7.31,8.16,0.93,15.10,3.67,2.26,1.90,1.29,1.66,2.70,2.18,0.52,0.20,0.08,0.12,5.69,0.00,0.00,0.00,0.00,11.87,1.70,1.70,1.78,4.16,0.81,3.75,2.79,1.01,0.32,1.29,0.89,0.69,0.32,0.00,0.04,6.38,1.29,1.49,2.34,1.13,0.40,2.79,11.59,1.21,15.38,2.30,9.81,3.47,1.29,0.69,0.24,0.48,0.04,0.00,0.97,0.00,0.04,0.57,0.32,0.00,3.59,0.04,0.00,0.08,0.00,0.00,0.00,0.16,0.00,2.99,0.00,0.32
20131017.10 Facts About Great White Sharks.F69uqDIhr60.en.txt,1,613,62.54,72.69,40.63,68.85,613.00,13.70,83.85,54.32,11.91,5.71,0.00,1.14,0.16,0.00,4.40,6.20,6.36,16.31,8.32,9.30,8.65,0.98,13.70,6.69,3.92,2.28,2.94,2.94,3.26,2.77,0.49,0.00,0.00,0.16,9.14,0.16,0.00,0.16,0.33,10.11,1.47,2.45,0.49,2.61,0.49,3.43,3.26,1.96,0.00,1.14,4.08,1.63,1.96,0.00,0.82,8.32,1.47,0.98,4.08,2.28,0.16,1.31,12.07,0.16,15.17,1.14,9.62,4.57,1.14,0.65,0.16,0.65,0.00,0.33,0.16,0.00,0.00,0.00,0.16,0.00,5.06,0.00,0.16,0.33,0.00,0.00,0.00,0.49,0.00,4.08,0.00,0.00
20131123.How We’re Fooled By Statistics.1tSqSMOyNFE.en.txt,1,1417,61.68,68.17,37.72,69.66,1417.00,23.43,90.33,55.19,12.99,6.07,0.78,0.64,2.40,0.21,2.05,6.85,7.90,13.20,9.74,7.20,6.35,1.62,14.89,7.48,3.53,1.91,1.55,2.61,6.42,4.38,2.05,0.28,0.56,0.14,8.82,0.00,0.00,0.00,0.28,17.01,3.18,1.83,2.26,5.72,2.33,4.73,2.19,1.06,0.78,0.35,1.27,0.49,0.78,0.00,0.07,8.75,0.92,2.19,3.25,2.89,0.64,2.75,10.44,1.48,12.91,2.19,6.14,5.22,5.65,0.85,0.00,0.85,0.00,0.00,0.56,0.00,0.00,0.14,0.28,0.14,2.19,0.07,0.00,0.14,0.00,0.00,0.00,0.35,0.00,1.34,0.00,0.28
20200611.Turbulent Flow is MORE Awesome Than Laminar Flow.5zI9sG3pjVU.en.txt,1,2966,78.69,54.17,64.09,50.97,2966.00,20.03,78.83,51.85,12.24,4.69,1.48,0.34,1.82,0.13,0.91,7.52,9.04,13.99,7.72,5.19,6.88,0.81,13.32,4.82,3.17,1.65,0.98,1.58,3.37,2.36,1.01,0.20,0.27,0.20,4.69,0.17,0.10,0.03,0.13,10.32,2.33,2.33,1.05,1.72,1.05,3.47,2.26,1.35,0.30,0.51,1.01,0.44,0.20,0.03,0.20,5.26,0.61,1.15,2.83,0.91,0.10,1.99,12.71,0.98,17.06,4.15,10.11,3.00,0.98,1.18,0.17,0.37,0.03,0.17,0.84,0.03,0.10,0.54,0.20,0.00,1.82,0.07,0.00,0.07,0.00,0.00,0.00,0.20,0.00,1.45,0.00,0.03
20120307.Spinning Tube Trick Answer.E9WUaBGH7_I.en.txt,1,131,19.83,92.64,75.76,25.77,131.00,12.21,93.13,61.83,21.37,15.27,5.34,2.29,7.63,0.00,0.00,6.11,9.16,9.92,11.45,9.92,8.40,0.76,21.37,2.29,0.76,3.82,0.00,3.82,4.58,2.29,2.29,0.00,0.76,0.00,12.21,0.00,0.00,0.00,0.00,18.32,8.40,3.05,0.76,2.29,3.05,1.53,3.82,3.05,0.00,0.76,0.00,0.00,0.00,0.00,0.00,5.34,2.29,0.76,0.76,0.00,1.53,4.58,19.08,3.05,10.69,0.76,7.63,3.82,3.05,0.00,0.00,0.00,0.00,0.00,1.53,0.00,0.00,0.76,0.76,0.00,6.11,0.00,0.00,1.53,0.00,0.00,0.00,0.00,0.00,4.58,0.00,0.00
20110518.Veritasium Bungee Jumps!.lYc7kHXW0xg.en.txt,1,318,47.86,56.25,98.39,42.91,318.00,11.01,92.45,59.43,16.35,9.12,4.09,0.00,3.77,0.00,1.26,7.23,7.23,16.35,8.49,9.75,8.81,1.89,17.30,8.18,5.03,1.57,1.57,1.26,6.60,3.77,2.83,1.26,0.31,0.00,8.49,0.31,0.63,0.00,0.63,12.26,4.09,0.31,1.26,1.57,1.89,4.09,2.83,1.57,0.31,0.63,1.26,0.63,0.00,0.00,0.63,7.23,0.31,1.57,3.77,0.94,0.94,2.83,12.58,1.89,22.96,4.72,11.01,8.18,0.00,0.94,0.00,0.00,0.94,0.00,2.52,0.63,0.31,0.63,1.26,0.00,4.72,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,3.46,0.00,0.63
20110317.Khan Academy and the Effectiveness of Science Videos.eVtCO84MDj8.en.txt,1,1189,67.61,61.27,59.59,57.58,1189.00,22.37,91.00,53.99,13.54,6.06,1.77,0.42,0.84,0.84,2.19,7.49,8.75,13.71,7.49,7.15,7.40,1.43,16.15,5.30,3.20,3.20,2.61,2.78,3.20,2.35,0.67,0.08,0.08,0.00,8.07,0.00,0.08,0.08,0.84,15.64,5.47,2.19,0.76,3.53,2.02,3.28,3.95,2.94,0.59,0.42,0.50,0.34,0.08,0.00,0.00,7.65,0.67,2.02,4.21,1.35,0.42,4.46,10.26,1.09,13.54,2.02,6.64,4.71,6.22,3.03,0.00,0.59,0.00,0.17,0.59,0.00,0.08,0.17,0.34,0.00,2.61,0.00,0.00,0.17,0.00,0.00,0.00,0.34,0.00,2.10,0.00,0.00
20200129.This equation will change how you see the world (the logistic map).ovJcsL7vyrk.en.txt,1,2892,61.18,66.48,45.56,64.45,2892.00,19.40,80.81,52.14,12.83,5.91,1.18,1.28,2.18,0.48,0.80,6.92,8.16,11.76,7.05,7.09,8.96,0.97,13.17,4.63,2.84,1.90,5.60,2.90,2.77,2.39,0.35,0.03,0.03,0.10,5.91,0.00,0.00,0.00,0.48,9.89,1.83,2.01,1.76,2.63,0.97,2.97,2.07,1.69,0.17,0.14,0.66,0.38,0.14,0.07,0.03,4.98,1.38,0.90,1.90,1.18,0.07,2.04,10.65,1.69,16.60,2.80,7.19,7.23,1.49,0.24,0.14,0.07,0.00,0.10,1.00,0.00,0.41,0.14,0.41,0.00,2.21,0.00,0.00,0.07,0.00,0.00,0.00,0.21,0.00,1.87,0.00,0.07
20180402.The Threat of AI Weapons.XAgXwUwQoPA.en.txt,1,937,74.97,66.15,48.03,3.85,937.00,21.88,83.99,48.99,11.74,6.62,2.67,0.96,1.60,0.32,1.07,5.12,7.36,13.55,8.75,4.70,6.72,0.53,14.94,4.06,2.24,1.07,1.81,2.24,6.40,2.03,4.27,0.53,2.77,0.32,7.68,0.00,0.21,0.00,0.43,12.06,2.45,2.99,1.71,3.09,0.85,2.88,1.60,0.96,0.43,0.21,0.53,0.21,0.21,0.00,0.11,10.25,1.39,2.03,5.98,0.64,1.17,2.77,9.71,2.77,14.73,1.49,7.79,5.34,2.56,0.85,0.00,0.64,0.11,0.96,0.43,0.00,0.00,0.21,0.21,0.00,3.84,0.21,0.00,0.21,0.00,0.00,0.00,0.53,0.00,2.56,0.00,0.32
20180618.My Life Story.S1tFT4smd6E.en.txt,1,1872,35.01,30.78,78.57,71.85,1872.00,15.01,91.67,59.51,18.59,11.49,8.12,0.16,2.19,0.21,0.80,7.05,6.57,12.77,9.83,7.10,8.55,1.60,19.39,3.69,2.46,1.92,1.28,2.24,4.81,3.63,1.18,0.05,0.11,0.43,6.25,0.37,0.16,0.16,0.32,15.65,3.15,2.08,1.92,3.95,1.87,3.85,2.40,1.12,0.43,0.75,1.44,0.48,0.69,0.05,0.11,6.36,0.80,2.08,1.98,1.87,0.48,7.05,10.47,0.91,12.77,1.44,5.50,5.88,4.17,2.72,0.16,0.53,0.05,0.00,0.69,0.05,0.21,0.05,0.32,0.05,3.21,0.00,0.00,0.11,0.00,0.00,0.00,0.27,0.00,2.40,0.00,0.43
20201130.These are the asteroids to worry about.4Wrc4fHSCpw.en.txt,1,3214,62.50,71.96,48.35,37.90,3214.00,16.49,84.47,56.75,13.63,6.22,0.65,2.21,1.93,0.31,1.12,7.41,8.93,13.50,9.55,6.81,7.41,1.52,15.81,4.23,2.52,1.93,3.36,2.61,3.08,1.87,1.18,0.25,0.28,0.22,7.06,0.06,0.09,0.00,0.40,12.17,2.46,1.84,1.90,3.02,1.52,3.20,1.71,1.21,0.22,0.28,0.90,0.40,0.22,0.00,0.28,7.06,2.40,1.28,2.36,0.90,0.53,2.77,11.17,1.43,16.65,1.96,10.30,4.54,0.62,0.78,0.12,0.28,0.03,0.16,0.62,0.00,0.03,0.28,0.28,0.00,3.08,0.03,0.00,0.06,0.00,0.00,0.00,0.50,0.00,2.18,0.00,0.31
