Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20170105.The Absurdity of Detecting Gravitational Waves.iphcyNWFD10.en.txt,1,1606,78.38,62.93,38.85,46.42,1606.00,18.87,84.43,55.60,13.82,4.23,1.00,1.31,1.31,0.00,0.62,9.59,9.40,15.88,9.03,5.92,5.54,0.93,15.57,3.92,2.93,2.24,4.17,2.24,2.74,1.93,0.81,0.44,0.12,0.12,4.73,0.00,0.00,0.00,0.00,11.39,1.74,2.37,1.25,2.99,1.81,2.12,3.55,2.05,0.93,0.44,0.68,0.56,0.00,0.00,0.12,5.60,1.37,1.31,1.93,1.06,0.19,2.18,12.27,0.68,15.69,2.49,9.78,3.92,0.44,0.37,0.25,0.00,0.00,0.00,0.68,0.00,0.00,0.37,0.31,0.00,4.42,0.00,0.00,0.12,0.00,0.00,0.00,0.25,0.00,3.74,0.00,0.31
20130820.The Physics Experiment Everyone Gets Wrong.vWVZ6APXM4w.en.txt,1,401,28.44,62.71,86.73,63.60,401.00,10.22,90.52,60.35,18.45,9.48,3.74,1.75,3.49,0.25,0.25,8.98,7.23,12.97,12.97,6.23,9.73,1.75,24.19,5.49,5.24,2.00,1.00,1.75,3.49,2.74,0.75,0.00,0.50,0.00,7.73,0.00,0.00,0.00,0.25,12.47,2.74,1.25,2.00,3.99,1.50,4.24,1.50,0.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,5.99,2.24,1.00,2.24,0.25,0.25,0.50,17.46,6.48,19.20,5.49,11.47,2.74,0.25,0.25,0.00,0.25,0.00,0.00,2.49,0.00,1.25,1.25,0.00,0.00,5.74,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,5.24,0.00,0.00
20191025.Why Trees Are Out to Get You.-PWMQR59M68.en.txt,1,1788,64.88,43.33,35.28,38.71,1788.00,14.77,84.79,56.49,12.64,4.75,1.06,0.50,1.51,0.28,1.40,7.89,9.90,13.59,10.35,6.32,6.88,2.91,16.83,4.14,2.96,2.07,1.85,2.24,4.19,2.46,1.73,1.12,0.28,0.22,4.53,0.00,0.06,0.00,0.28,13.48,1.90,2.91,2.29,2.35,1.57,3.97,1.17,0.62,0.39,0.11,3.13,0.17,0.11,0.00,2.63,5.65,0.89,1.34,2.46,1.29,0.22,2.07,13.20,0.84,14.37,2.13,9.79,2.46,0.84,0.28,0.34,0.17,0.11,0.06,1.29,0.28,0.00,0.67,0.28,0.06,3.75,0.06,0.00,0.11,0.00,0.00,0.00,0.06,0.00,3.30,0.00,0.22
20170130.Electromagnetic Levitation Quadcopter.pCON4zfMzjU.en.txt,1,1070,73.52,62.13,32.19,91.29,1070.00,20.47,81.59,52.52,13.08,4.58,0.84,0.37,1.50,0.47,1.40,8.50,8.32,14.11,8.13,5.70,7.20,0.47,13.74,4.49,2.90,1.21,1.96,1.78,4.58,4.30,0.28,0.09,0.00,0.09,5.79,0.00,0.09,0.00,0.47,12.52,1.87,4.67,1.59,3.08,0.93,3.27,2.71,1.12,0.65,0.75,0.65,0.09,0.09,0.00,0.37,4.95,0.37,1.78,2.34,0.84,0.09,1.40,12.52,1.03,14.30,3.74,7.94,3.18,1.96,0.84,0.19,0.28,0.00,0.09,2.06,0.00,0.09,1.03,0.75,0.09,2.99,0.19,0.00,0.19,0.00,0.00,0.00,0.28,0.00,2.34,0.00,0.00
20150413.Beaker Ball Balance Problem.QD3hbVG1yxM.en.txt,1,322,30.06,24.71,64.89,36.71,322.00,13.98,85.40,58.39,18.01,6.83,4.66,0.00,2.17,0.00,0.00,11.18,7.76,11.80,13.66,4.97,8.39,2.80,21.12,3.73,3.73,0.93,0.93,3.11,1.86,1.24,0.62,0.31,0.00,0.00,3.11,0.00,0.00,0.00,0.00,16.46,3.42,3.73,3.73,2.80,0.93,4.66,1.24,0.31,0.62,0.31,0.62,0.00,0.00,0.00,0.62,3.11,0.31,0.31,2.48,0.31,0.00,0.93,14.60,4.04,14.29,3.73,9.32,1.86,0.00,1.55,0.00,0.00,0.00,0.00,1.55,0.00,0.93,0.62,0.00,0.00,9.01,0.00,0.00,0.62,0.00,0.00,0.00,1.24,0.00,7.14,0.00,0.00
20190621.I Waterproofed Myself With Aerogel!.GcdB5bFwio4.en.txt,1,1833,34.83,43.06,32.50,58.80,1833.00,18.77,81.18,54.72,17.02,5.51,2.89,0.55,1.42,0.00,0.65,11.46,6.38,11.51,11.24,7.58,6.98,1.47,16.69,4.91,2.73,1.75,2.18,2.40,3.71,2.73,0.98,0.16,0.00,0.11,3.98,0.00,0.00,0.00,0.00,12.49,2.40,2.56,1.04,3.06,1.64,3.33,4.26,0.82,0.22,3.00,1.80,0.82,0.16,0.00,0.82,5.07,1.20,1.53,1.25,1.36,0.27,1.80,14.24,0.87,10.69,1.47,7.31,1.96,1.20,0.44,0.16,0.05,0.00,0.05,1.58,0.00,0.33,0.76,0.38,0.05,4.96,0.00,0.05,0.11,0.00,0.00,0.00,0.38,0.00,4.20,0.00,0.22
20110501.What Is Electricity (Are You Gonna Be My Girl).cY-kiddvAg0.en.txt,1,143,70.81,85.29,1.00,92.60,143.00,24.48,83.92,42.66,14.69,6.99,0.00,6.29,0.70,0.00,0.00,7.69,6.29,9.79,4.20,4.20,5.59,0.70,11.89,4.90,2.10,4.20,9.09,2.10,5.59,4.90,0.70,0.00,0.00,0.70,8.39,0.00,0.00,0.00,0.00,14.69,0.00,4.90,2.80,5.59,0.70,4.20,2.80,0.70,2.10,0.00,2.80,0.00,1.40,0.00,1.40,13.29,6.29,3.50,3.50,0.70,0.70,0.00,13.29,1.40,5.59,1.40,4.20,0.00,2.10,2.10,0.00,0.00,0.70,0.00,2.10,0.00,0.00,0.70,2.10,0.00,1.40,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20110915.States of Matter.KCL8zqjXbME.en.txt,1,791,41.33,69.35,34.35,80.70,791.00,13.15,84.20,55.37,17.57,6.45,1.14,1.26,1.90,0.00,2.15,11.13,6.45,12.39,9.99,7.08,7.46,0.76,17.70,5.31,3.92,4.42,0.76,3.03,3.54,3.29,0.25,0.00,0.00,0.25,7.59,0.00,0.00,0.00,0.00,12.77,2.91,2.40,0.51,2.53,1.52,3.79,2.15,0.00,0.25,1.77,3.41,0.00,0.13,0.00,3.29,5.44,1.64,0.51,1.26,2.02,0.13,1.26,15.80,0.63,11.25,2.53,7.21,1.77,0.63,0.63,0.00,0.25,0.51,0.00,3.03,0.00,0.00,1.39,1.64,0.00,4.17,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,3.67,0.00,0.00
20191004.Engineering with Origami.ThwuT3_AG6w.en.txt,1,2703,70.64,62.62,27.16,61.55,2703.00,19.76,81.76,54.24,13.58,5.07,1.59,0.41,2.44,0.26,0.37,8.51,8.88,13.84,9.14,5.22,7.66,0.48,15.09,4.18,2.63,1.26,2.11,2.63,2.70,2.29,0.41,0.26,0.07,0.00,5.48,0.07,0.00,0.00,0.33,10.47,1.74,2.37,1.48,2.59,0.92,3.03,2.63,1.07,0.92,0.55,0.78,0.41,0.30,0.04,0.04,5.11,0.67,1.41,1.55,1.52,0.22,2.74,11.62,1.11,12.73,2.44,7.44,2.92,2.81,0.44,0.04,0.41,0.04,0.04,1.00,0.00,0.18,0.30,0.52,0.00,3.29,0.07,0.00,0.07,0.00,0.00,0.00,0.52,0.00,2.48,0.00,0.15
20201031.Why No One Has Measured The Speed Of Light.pTn6Ewhb27k.en.txt,1,3445,66.30,65.36,80.61,50.12,689.00,13.70,89.49,55.85,13.88,6.82,1.80,1.28,2.35,0.70,0.70,7.05,9.17,14.02,9.11,6.62,7.08,1.57,16.49,3.83,2.61,1.86,4.18,1.71,2.06,1.68,0.38,0.06,0.03,0.00,7.52,0.09,0.03,0.00,0.81,12.57,3.05,1.31,2.03,2.53,1.54,3.83,4.18,3.45,0.52,0.41,0.20,0.15,0.06,0.00,0.00,4.64,1.77,0.73,0.96,1.04,0.29,1.63,13.09,1.45,20.23,2.61,8.74,9.32,1.13,0.87,0.12,0.09,0.00,0.00,0.81,0.00,0.15,0.26,0.35,0.00,3.92,0.17,0.00,0.06,0.00,0.00,0.00,0.70,0.00,2.76,0.00,0.23
20191206.Chaos - The Science of the Butterfly Effect.fDek6cYijxI.en.txt,1,2258,78.65,58.41,56.11,43.53,2258.00,21.61,82.11,51.68,9.83,4.74,0.80,1.11,1.42,0.84,0.58,5.09,9.88,12.93,7.40,6.51,7.66,1.24,13.20,5.80,3.90,1.33,2.17,3.10,2.08,1.51,0.53,0.09,0.00,0.04,5.71,0.00,0.04,0.00,0.84,15.15,3.41,2.61,1.99,3.63,2.30,4.07,2.26,1.20,0.44,0.13,1.02,0.35,0.13,0.00,0.53,5.14,1.33,1.15,1.77,0.84,0.44,3.68,9.57,1.95,16.47,2.26,7.53,6.91,1.37,0.66,0.04,0.18,0.04,0.00,0.40,0.00,0.04,0.00,0.31,0.00,1.95,0.00,0.00,0.09,0.00,0.00,0.00,0.40,0.00,1.37,0.00,0.09
20120317.Why Do You Make People Look Stupid.cY_o4A1wzsg.en.txt,1,568,22.53,87.73,31.65,52.17,568.00,15.67,90.32,56.34,22.71,11.97,4.05,0.53,6.34,0.00,1.06,10.74,5.11,10.21,10.04,6.51,6.34,1.23,21.13,4.05,2.46,3.17,0.88,2.29,5.28,3.35,1.94,0.18,1.41,0.18,14.08,0.00,0.18,0.00,0.35,19.37,5.46,4.05,1.94,2.82,3.70,3.52,3.87,2.29,1.06,0.53,1.06,0.18,0.18,0.00,0.70,4.23,0.88,0.35,2.46,0.88,0.35,1.58,18.49,0.18,7.04,0.70,4.58,1.76,2.64,0.70,0.00,0.00,0.00,0.00,2.82,0.53,0.18,1.58,0.53,0.00,5.63,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,3.87,0.00,1.41
20130603.Do Aliens Exist.5JGSqG8OLjE.en.txt,1,1092,46.80,74.23,37.24,53.30,1092.00,16.76,82.42,57.23,14.19,6.59,1.10,2.11,2.38,0.00,1.01,7.51,8.06,12.82,11.81,8.24,7.05,1.65,18.32,3.75,2.84,1.28,4.30,1.92,2.20,1.83,0.37,0.00,0.00,0.27,7.78,0.00,0.00,0.00,0.18,13.92,3.66,1.10,2.20,3.85,1.65,3.02,2.47,1.74,0.55,0.09,1.19,0.09,0.92,0.00,0.18,4.76,2.47,0.37,1.47,0.55,0.09,2.11,14.47,0.92,13.46,1.83,9.16,2.75,0.55,0.55,0.00,0.00,0.09,0.09,1.10,0.00,0.09,0.64,0.37,0.00,3.66,0.00,0.09,0.18,0.00,0.00,0.00,0.18,0.00,3.21,0.00,0.00
20120131.World's Longest Straw.HUmZrtiXDik.en.txt,1,1187,42.98,75.53,37.20,62.51,1187.00,12.89,89.64,55.86,17.52,10.53,2.61,2.86,3.12,1.52,0.42,6.99,7.67,11.88,11.04,7.41,5.56,1.43,22.16,3.20,2.19,1.68,2.78,2.02,6.40,4.13,2.19,1.26,0.59,0.25,8.85,0.00,0.17,0.00,1.85,13.40,2.11,2.44,2.36,3.37,1.60,3.29,2.44,1.52,0.34,0.42,1.35,0.51,0.08,0.00,0.76,10.36,2.95,2.36,2.86,2.86,0.17,3.20,16.09,1.68,14.91,2.53,9.94,2.44,1.01,0.51,0.93,0.25,0.00,0.00,4.04,0.59,0.67,1.52,1.10,0.17,6.32,0.00,0.00,0.17,0.00,0.00,0.00,0.25,0.00,5.22,0.00,0.67
20120604.Spinning Disk Trick Solution.tDr26U49_VA.en.txt,1,759,47.37,43.72,85.71,39.93,759.00,15.94,86.69,59.29,16.60,5.93,4.22,0.66,0.92,0.13,0.00,10.67,8.96,13.70,8.43,9.75,8.96,0.79,16.21,4.22,3.29,3.16,1.84,1.71,2.37,1.58,0.79,0.13,0.26,0.00,4.61,0.13,0.40,0.26,0.26,11.86,3.29,2.11,1.58,2.64,0.66,2.77,1.71,1.05,0.26,0.53,0.26,0.13,0.13,0.00,0.00,6.06,0.79,1.45,3.43,0.66,0.26,3.69,11.59,1.19,18.84,3.56,9.88,5.53,0.92,1.45,0.00,0.26,0.13,0.00,0.40,0.00,0.00,0.00,0.26,0.13,2.90,0.00,0.00,0.26,0.00,0.00,0.00,0.13,0.00,2.50,0.00,0.00
20150930.Is Glass a Liquid.c6wuh0NRG1s.en.txt,1,1162,75.73,49.66,62.91,34.75,1162.00,18.42,80.64,55.42,10.07,3.96,0.77,1.03,1.64,0.09,0.43,6.11,9.81,14.29,9.04,7.40,7.31,1.46,12.82,4.22,2.58,1.03,2.50,1.72,3.27,1.89,1.38,0.60,0.26,0.26,4.65,0.00,0.17,0.00,0.09,13.34,2.07,2.41,1.55,2.75,1.81,5.16,2.84,1.03,0.69,0.77,0.52,0.17,0.17,0.00,0.26,4.99,1.29,0.77,2.58,0.52,0.43,2.15,11.36,1.20,16.61,2.32,9.12,5.25,1.29,0.86,0.60,0.34,0.09,0.09,0.43,0.00,0.00,0.17,0.09,0.09,3.44,0.17,0.17,0.17,0.00,0.00,0.00,0.43,0.00,2.07,0.00,0.43
20130114.Heisenberg's Uncertainty Principle Explained.a8FTr2qMutA.en.txt,1,752,58.10,63.53,64.76,23.68,752.00,17.69,85.90,57.85,15.82,7.45,2.39,1.20,3.32,0.13,0.40,8.38,8.91,13.96,9.44,6.12,8.91,0.66,17.55,6.38,4.65,1.20,0.66,2.53,3.86,1.86,1.99,1.73,0.00,0.00,6.25,0.00,0.00,0.00,0.13,13.96,1.99,1.99,2.93,3.99,2.26,4.26,2.26,1.73,0.40,0.00,0.27,0.00,0.13,0.00,0.13,4.92,1.73,0.80,1.60,0.80,0.13,1.60,13.70,1.33,17.69,2.53,11.84,3.19,1.20,0.53,0.13,0.00,0.00,0.00,0.80,0.00,0.13,0.13,0.53,0.00,4.12,0.00,0.00,0.27,0.00,0.00,0.00,0.13,0.00,3.72,0.00,0.00
20151125.How Long Will You Live._dDqFB-PjWg.en.txt,1,1030,35.08,75.18,34.10,45.38,1030.00,17.09,85.63,56.80,15.53,7.48,1.17,1.94,2.04,0.19,2.14,8.06,6.31,11.84,11.94,7.67,8.06,1.26,17.18,3.88,2.82,2.14,1.94,2.14,2.62,1.84,0.78,0.00,0.00,0.10,7.67,0.00,0.00,0.00,0.19,12.14,2.52,2.43,2.43,2.72,0.97,2.43,0.78,0.49,0.19,0.00,3.11,0.68,2.14,0.00,0.19,6.41,2.23,0.39,1.75,1.46,0.97,2.52,13.30,1.84,15.05,0.87,6.60,7.77,1.55,0.78,0.00,0.10,0.10,0.49,0.68,0.00,0.19,0.10,0.58,0.00,3.40,0.10,0.10,0.39,0.00,0.00,0.00,0.19,0.00,2.62,0.00,0.00
20180721.The World in UV.V9K6gjR07Po.en.txt,1,1887,46.72,58.18,41.52,65.92,1887.00,17.33,84.90,56.17,16.38,7.37,2.49,1.06,2.44,0.05,1.32,9.01,7.68,12.40,9.06,7.58,8.27,0.90,16.32,5.25,3.44,2.17,0.85,2.65,3.13,2.54,0.42,0.00,0.11,0.00,6.20,0.05,0.05,0.21,0.05,13.67,2.49,2.86,1.11,3.07,1.06,4.24,8.43,7.26,0.26,0.48,1.59,0.85,0.16,0.00,0.58,3.66,1.17,0.64,1.11,0.64,0.21,1.11,13.99,0.79,11.66,1.43,8.16,1.96,0.64,0.48,0.11,0.00,0.05,0.05,1.54,0.00,0.11,0.58,0.79,0.00,3.66,0.00,0.00,0.11,0.00,0.00,0.00,0.11,0.00,3.02,0.00,0.42
20190206.Do Salt Lamps Work.ZQ--scjcAZ4.en.txt,1,2540,52.26,56.10,42.85,64.58,2540.00,20.12,83.35,53.82,13.23,6.18,1.81,1.42,2.13,0.08,0.75,7.05,6.69,12.87,9.37,6.50,7.87,2.76,15.51,3.54,1.97,1.22,1.69,2.56,3.90,2.87,0.83,0.12,0.12,0.35,6.22,0.00,0.04,0.00,0.08,13.46,3.07,2.80,1.97,3.50,1.14,3.66,3.03,0.94,0.55,0.71,1.81,0.43,0.67,0.00,0.59,5.94,1.65,1.18,1.61,1.38,0.35,2.80,11.46,0.98,13.43,1.61,8.54,3.46,2.60,0.31,0.16,0.55,0.00,0.00,1.22,0.00,0.20,0.63,0.24,0.12,3.54,0.00,0.00,0.08,0.00,0.00,0.00,0.39,0.00,2.95,0.00,0.12
20150112.Quantum Entanglement & Spooky Action at a Distance.ZuvK-od647c.en.txt,1,1599,68.67,51.75,67.37,36.80,1599.00,22.70,86.37,54.60,11.88,4.13,0.19,1.50,0.63,0.31,1.50,7.75,9.44,12.63,10.51,5.82,6.88,1.13,17.45,4.69,3.25,2.31,4.75,2.56,1.38,1.00,0.38,0.06,0.19,0.00,5.75,0.00,0.06,0.00,0.31,18.32,3.25,3.81,2.94,3.31,2.00,6.13,1.69,1.56,0.06,0.00,0.00,0.00,0.00,0.00,0.00,6.19,1.81,1.81,2.31,0.19,0.13,1.31,14.38,2.06,17.39,3.75,8.63,5.38,0.69,0.19,0.00,0.06,0.00,0.00,0.81,0.00,0.19,0.19,0.44,0.00,3.44,0.00,0.00,0.13,0.00,0.00,0.00,0.69,0.00,2.00,0.00,0.63
20131220.We Tagged a Great White Shark!.akIBlq5xAec.en.txt,1,1021,61.81,80.82,49.73,62.90,1021.00,12.93,83.64,56.02,15.77,9.40,1.96,1.96,3.13,0.10,2.25,6.37,8.13,14.30,8.42,6.95,6.95,1.08,15.67,4.31,2.15,1.96,1.37,2.15,3.82,2.84,0.88,0.39,0.10,0.10,9.50,0.10,0.00,0.00,0.49,9.99,2.64,1.27,0.98,2.64,1.27,2.84,2.84,1.18,0.88,0.59,1.37,0.59,0.10,0.00,0.69,5.09,2.06,1.08,1.18,1.08,0.20,3.33,11.75,0.88,14.59,2.06,7.93,4.70,1.37,0.88,0.20,0.20,0.20,0.20,1.18,0.00,0.20,0.39,0.69,0.00,4.21,0.29,0.10,0.20,0.00,0.00,0.00,0.29,0.00,3.23,0.00,0.10
20110827.Impress Her With Nanodiamonds.KzOkuGQC3Rw.en.txt,1,188,49.07,85.63,41.31,82.79,188.00,20.74,81.38,55.85,16.49,12.77,4.26,0.53,6.38,1.06,0.53,3.72,7.45,13.30,9.04,7.45,7.45,1.60,15.96,7.45,4.79,1.06,3.19,0.00,3.19,3.19,0.00,0.00,0.00,0.00,13.83,0.53,0.53,1.06,0.00,11.70,2.13,1.06,2.13,0.53,1.60,4.26,1.60,0.53,0.00,1.06,0.00,0.00,0.00,0.00,0.00,6.38,2.13,0.53,2.13,2.13,0.00,3.19,11.70,0.00,12.23,1.06,7.98,3.19,1.06,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.53,0.00,0.00,5.32,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,4.26,0.00,0.00
20110217.What is a Force.GmlMV7bA0TM.en.txt,1,570,29.24,46.49,74.29,68.80,570.00,12.98,91.93,60.70,21.05,7.54,3.86,0.35,3.16,0.18,0.00,13.33,6.67,13.16,10.35,8.77,6.67,1.58,17.02,1.93,2.11,4.04,0.70,1.93,3.86,2.98,0.70,0.35,0.35,0.00,5.79,0.00,0.00,0.18,0.00,19.47,1.93,6.32,1.05,7.19,0.53,4.74,0.70,0.18,0.53,0.00,0.35,0.35,0.00,0.00,0.00,9.12,0.35,0.18,7.54,1.05,0.00,1.58,12.98,0.53,15.61,3.16,11.23,1.40,0.70,0.53,0.00,0.00,0.00,0.35,4.04,0.00,0.00,1.23,2.81,0.00,4.91,0.00,0.00,0.35,0.00,0.00,0.00,0.18,0.00,4.39,0.00,0.00
20160323.Why Anecdotes Trump Data.s7MTM4BKZ_E.en.txt,1,1505,39.20,79.87,26.74,54.54,1505.00,19.00,90.23,57.87,17.01,7.77,1.33,1.20,1.93,1.26,2.06,9.24,6.58,12.29,9.57,7.77,8.11,1.20,18.27,3.79,2.26,2.46,2.39,1.99,4.05,2.79,1.26,0.27,0.33,0.27,12.76,0.00,0.00,0.00,1.26,17.21,3.65,3.79,2.13,3.59,1.26,4.98,3.06,1.79,0.60,0.80,1.20,0.13,0.60,0.00,0.33,5.85,1.99,1.26,1.86,1.20,0.40,6.25,9.97,1.20,10.70,1.73,5.32,3.85,2.33,0.73,0.07,0.00,0.00,0.07,0.60,0.00,0.00,0.13,0.47,0.00,2.33,0.00,0.00,0.13,0.00,0.00,0.00,0.33,0.00,1.73,0.00,0.13
20170208.3 Sources of Water on the Moon.hbXDLKFkjm0.en.txt,1,1103,86.89,46.74,62.66,51.20,1103.00,17.04,80.24,51.50,9.07,2.90,0.82,0.18,1.00,0.00,0.91,6.17,9.16,15.32,7.43,6.07,6.17,1.00,12.78,3.90,2.27,1.99,2.27,2.63,2.45,1.90,0.54,0.00,0.00,0.27,2.81,0.00,0.00,0.00,0.00,12.42,2.09,3.45,1.54,2.72,1.36,2.99,2.45,1.45,0.18,0.73,2.90,0.18,0.18,0.00,2.45,3.17,0.27,0.91,1.45,0.73,0.18,3.45,8.70,1.09,18.59,2.45,11.24,5.71,1.63,1.09,0.00,0.18,0.00,0.09,0.36,0.00,0.00,0.09,0.27,0.00,1.99,0.00,0.09,0.18,0.00,0.00,0.00,0.27,0.00,1.36,0.00,0.09
20160504.Inside the Svalbard Seed Vault.2_OEsf-1qgY.en.txt,1,1502,39.43,66.74,49.37,59.83,1502.00,14.65,83.69,57.86,15.78,7.12,1.80,1.46,2.53,0.07,1.26,8.66,6.26,13.12,11.12,8.46,7.06,1.66,16.98,3.33,1.86,1.66,3.13,2.20,3.13,2.46,0.67,0.07,0.07,0.13,7.59,0.00,0.00,0.07,0.07,10.92,1.33,1.60,1.20,3.06,1.40,3.79,2.26,0.60,0.93,0.67,0.53,0.13,0.27,0.00,0.13,4.59,1.46,0.53,1.60,0.73,0.53,2.13,14.71,0.93,15.25,2.20,10.19,3.13,1.40,0.80,0.60,1.20,0.13,0.07,1.26,0.00,0.07,0.73,0.33,0.07,4.06,0.07,0.13,0.13,0.00,0.00,0.00,0.33,0.00,3.40,0.00,0.00
20190519.My Video Went Viral. Here's Why.fHsa9DqmId8.en.txt,1,4402,37.65,72.56,39.91,64.95,4402.00,15.49,90.39,58.29,17.54,8.88,2.91,0.59,3.41,0.27,1.70,8.66,6.50,12.81,10.52,7.31,8.13,1.16,19.60,3.91,2.93,2.70,1.34,2.86,3.02,2.54,0.48,0.05,0.20,0.07,9.25,0.00,0.02,0.00,0.43,14.99,3.73,2.68,2.29,3.75,1.48,3.18,5.25,3.48,1.34,0.30,0.57,0.18,0.05,0.05,0.14,4.45,1.02,1.34,1.14,1.20,0.14,2.45,15.04,2.11,12.22,2.54,5.77,4.11,1.27,2.91,0.02,0.30,0.00,0.02,1.16,0.00,0.23,0.18,0.68,0.00,3.38,0.02,0.00,0.05,0.00,0.00,0.00,0.34,0.00,2.89,0.00,0.09
20121217.What Could Survive An Atomic Bomb.WMXhk_SATTc.en.txt,1,344,56.66,66.86,49.53,69.60,344.00,18.90,82.56,53.49,14.53,6.69,1.74,0.87,2.62,0.00,1.45,7.85,6.10,13.66,11.34,4.65,7.27,0.58,16.28,4.07,1.74,0.87,1.16,2.33,4.65,3.49,1.16,0.29,0.00,0.00,7.27,0.00,0.00,0.00,0.00,11.05,1.16,1.45,1.74,4.36,0.87,4.07,2.62,1.16,1.16,0.00,0.87,0.00,0.58,0.00,0.29,3.20,1.16,0.58,2.03,0.29,0.29,3.78,9.30,2.33,15.70,2.62,9.01,4.07,0.58,3.49,0.00,0.87,0.58,0.00,1.16,0.00,0.29,0.87,0.00,0.00,4.36,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,3.78,0.00,0.00
20110906.Imploding Drum.p3b9pK-O6cE.en.txt,1,753,39.43,82.72,47.23,68.39,753.00,11.02,91.37,59.10,17.93,9.03,2.52,3.32,2.92,0.00,0.27,8.90,7.17,14.48,12.48,7.44,7.30,1.20,20.19,2.26,1.73,2.26,1.73,4.38,7.04,4.65,2.39,1.59,0.53,0.27,8.37,0.00,0.13,0.00,0.00,10.62,1.33,1.86,1.33,2.92,2.66,1.33,2.39,0.93,0.40,1.06,1.73,0.53,0.00,0.00,0.80,8.10,3.59,0.66,2.52,1.20,0.40,1.59,16.07,3.59,16.73,3.19,10.62,3.85,0.27,1.06,0.13,0.13,0.13,0.13,4.65,0.13,1.06,2.92,1.33,0.00,8.76,0.13,0.40,0.27,0.00,0.00,0.00,0.80,0.00,7.17,0.00,0.00
20120312.Where Do Trees Get Their Mass.2KZb2_vcNTg.en.txt,1,723,59.55,43.95,38.36,80.82,723.00,11.62,85.48,58.78,16.18,6.22,1.52,0.69,1.38,0.69,1.94,9.96,9.82,13.69,9.27,5.95,6.36,3.32,18.26,3.04,2.49,1.80,0.55,2.21,4.15,3.60,0.55,0.00,0.00,0.28,5.12,0.00,0.14,0.00,0.69,13.97,2.77,1.80,2.07,3.18,1.52,3.87,1.24,0.83,0.00,0.14,2.21,0.41,0.00,0.00,1.80,4.84,0.69,0.55,1.24,2.35,0.28,3.73,13.14,0.55,13.83,1.94,9.13,2.77,0.55,0.00,0.00,0.00,0.28,0.00,2.49,0.00,0.00,1.38,1.11,0.00,4.43,0.00,0.00,0.28,0.00,0.00,0.00,0.14,0.00,4.01,0.00,0.00
20140224.The Most Common Cognitive Bias.vKA4w2O61Xo.en.txt,1,793,28.26,65.22,45.38,68.60,793.00,12.36,87.39,52.21,19.92,11.48,4.92,1.01,5.17,0.00,0.38,8.45,5.80,8.95,10.09,5.04,5.80,2.90,19.42,2.52,1.51,2.27,11.35,1.26,2.52,2.40,0.13,0.00,0.13,0.00,9.58,0.00,0.50,0.00,0.50,13.62,2.90,0.88,2.02,2.90,2.14,4.04,2.27,1.13,1.01,0.13,0.13,0.00,0.13,0.00,0.00,8.83,1.01,1.01,5.42,1.51,0.00,2.02,16.27,1.51,10.47,3.53,4.29,2.27,0.38,0.25,0.00,0.00,0.00,0.00,3.53,0.00,0.38,2.52,0.63,0.00,4.16,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,3.91,0.00,0.00
20180824.Is Our Food Becoming Less Nutritious.Yl_K2Ata6XY.en.txt,1,1124,62.35,63.92,38.30,54.24,1124.00,21.62,80.07,52.22,11.83,5.60,0.62,2.05,1.16,0.00,1.78,6.23,6.94,13.08,9.79,6.23,7.56,1.16,15.21,4.72,3.47,1.78,3.20,3.83,2.49,1.96,0.44,0.09,0.18,0.18,6.94,0.00,0.09,0.00,0.00,14.77,2.31,2.94,2.31,3.47,1.51,4.80,1.42,0.80,0.36,0.09,2.94,0.18,1.16,0.00,2.05,5.07,2.31,0.62,1.69,0.44,0.18,3.65,9.88,1.07,13.79,2.14,7.56,4.36,1.51,0.80,0.09,0.09,0.00,0.09,0.62,0.00,0.00,0.00,0.53,0.00,3.65,0.00,0.00,0.18,0.00,0.00,0.00,0.18,0.00,2.76,0.00,0.53
