Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20160729.More on Normal force (shoe on wall) _ Physics _ Khan Academy.N_J5SeI_62U.en.txt,1,1379,49.57,62.25,67.87,30.68,1379.00,11.68,88.03,56.06,16.39,6.82,2.39,3.05,1.31,0.00,0.07,9.57,7.90,13.20,10.15,7.25,6.38,2.03,21.03,3.99,1.31,1.74,1.67,2.90,1.52,0.87,0.58,0.00,0.00,0.22,6.16,0.00,0.22,0.00,0.00,14.79,1.96,7.25,1.81,1.81,1.16,2.97,1.16,0.22,0.58,0.07,0.65,0.65,0.00,0.00,0.00,12.04,3.05,0.51,5.87,2.47,0.15,1.89,15.59,2.47,18.27,3.55,11.89,2.76,0.36,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.07,0.29,0.00,6.53,0.00,0.00,0.15,0.00,0.00,0.00,0.15,0.00,6.24,0.00,0.00
20160729.Vertical springs and energy conservation _ Work and energy _ Physics _ Khan Academy.BnqKCCFKG0M.en.txt,1,3021,51.03,66.65,85.85,57.70,3021.00,13.97,89.77,56.70,14.93,6.42,1.82,2.62,1.95,0.00,0.03,8.51,8.28,12.78,10.92,6.59,8.14,1.06,18.70,3.77,2.12,1.82,1.82,2.35,2.81,2.25,0.56,0.07,0.03,0.17,5.53,0.00,0.00,0.00,0.03,10.03,1.69,2.18,2.28,2.65,0.93,2.88,1.22,0.56,0.33,0.33,0.26,0.23,0.00,0.00,0.03,7.68,2.68,1.26,1.89,1.92,0.17,2.35,13.01,3.18,23.34,3.51,12.81,7.15,0.10,0.36,0.00,0.03,0.00,0.00,1.72,0.03,1.46,0.70,0.20,0.00,4.04,0.00,0.00,0.07,0.00,0.00,0.00,0.30,0.00,3.48,0.00,0.20
20160729.Ball hits rod angular momentum example _ Physics _ Khan Academy.viLpmZtQYzE.en.txt,1,3019,42.17,66.19,56.81,27.97,3019.00,13.75,87.71,59.36,16.50,5.43,1.42,1.92,1.95,0.03,0.10,11.03,9.18,11.92,11.56,7.92,7.72,1.13,18.68,3.11,1.79,2.05,1.26,1.62,1.49,0.79,0.66,0.17,0.10,0.07,5.60,0.00,0.00,0.03,0.10,9.87,2.12,2.25,2.12,2.38,0.86,2.75,1.42,0.46,0.70,0.10,0.83,0.07,0.03,0.00,0.70,4.67,2.02,0.40,0.76,1.26,0.26,1.56,14.38,2.29,17.89,3.48,8.38,6.06,0.36,2.82,0.03,0.03,0.00,0.00,1.89,0.00,1.52,0.07,0.30,0.00,4.50,0.00,0.00,0.07,0.00,0.00,0.00,0.17,0.00,4.21,0.00,0.07
20160729.Rolling without slipping problems _ Physics _ Khan Academy.5eX5WnPDnvs.en.txt,1,3142,55.53,61.78,86.53,41.91,3142.00,12.73,88.80,58.37,16.30,5.57,1.05,3.12,1.21,0.00,0.19,10.73,8.31,14.96,9.87,7.13,7.22,1.75,18.40,3.50,2.45,1.72,2.20,2.10,2.16,1.53,0.64,0.00,0.00,0.06,5.60,0.00,0.03,0.03,0.03,10.25,1.85,1.75,1.62,2.29,0.76,4.11,1.65,0.86,0.48,0.25,0.16,0.10,0.06,0.00,0.00,6.81,3.18,0.57,1.75,1.08,0.32,1.91,13.40,2.67,22.25,6.24,12.70,4.42,0.13,0.99,0.00,0.03,0.00,0.00,1.11,0.03,0.83,0.03,0.22,0.00,5.16,0.00,0.00,0.06,0.00,0.00,0.00,0.60,0.00,4.20,0.00,0.29
20160729.Boltzmann's constant _ Physics _ Khan Academy.rVD7HKafnnE.en.txt,1,1696,53.08,64.72,35.01,51.12,1696.00,16.27,78.60,53.30,14.09,5.60,1.42,1.77,1.77,0.24,0.41,8.49,7.19,12.15,9.79,6.90,7.84,0.59,16.51,4.72,2.42,1.36,2.24,2.06,2.89,2.12,0.77,0.29,0.00,0.29,6.01,0.06,0.06,0.00,0.35,10.44,1.89,1.12,2.06,3.18,1.30,3.77,2.65,0.47,0.83,1.36,0.77,0.71,0.06,0.00,0.00,5.90,1.77,0.35,2.77,0.94,0.06,2.83,12.97,0.65,13.92,1.30,7.55,5.19,0.71,0.06,0.00,0.00,0.00,0.24,0.71,0.00,0.53,0.06,0.18,0.00,5.84,0.00,0.00,0.12,0.00,0.00,0.00,0.12,0.00,5.60,0.00,0.00
"20160729.Electric field definition _ Electric charge, field, and potential _ Physics _ Khan Academy._4VC3IHbuW8.en.txt",1,2809,45.39,57.76,41.12,66.85,2809.00,14.88,80.24,56.57,16.13,4.34,0.93,1.50,1.35,0.25,0.32,11.78,8.01,12.35,9.61,8.40,7.01,1.78,17.12,2.42,1.60,2.39,1.74,2.10,2.99,2.56,0.39,0.11,0.04,0.07,5.62,0.00,0.04,0.00,0.28,16.52,2.78,6.02,1.60,2.31,1.57,3.81,1.74,0.64,0.50,0.50,0.14,0.00,0.14,0.00,0.00,8.19,1.57,1.74,3.81,1.14,0.07,2.31,11.89,1.17,13.99,1.35,10.47,2.17,0.75,0.00,0.04,0.04,0.00,0.00,0.57,0.00,0.04,0.28,0.25,0.00,4.24,0.00,0.00,0.07,0.00,0.00,0.00,0.21,0.00,3.88,0.00,0.07
20160729.Derivation of beat frequency formula _ Physics _ Khan Academy.pI6iJg_W1ug.en.txt,1,2169,54.51,54.76,91.00,37.18,2169.00,9.22,89.72,56.71,16.00,6.36,2.86,2.17,0.83,0.00,0.51,9.64,7.75,13.79,10.05,7.47,6.78,0.60,18.30,4.79,1.84,2.12,4.38,1.89,0.88,0.74,0.09,0.00,0.05,0.00,4.52,0.05,0.00,0.00,0.00,9.50,2.31,2.03,1.80,1.75,1.15,2.86,3.00,2.35,0.41,0.18,0.18,0.09,0.05,0.00,0.05,8.34,2.26,2.31,3.37,2.07,0.05,2.49,13.97,1.98,22.82,4.10,9.13,9.64,0.23,0.14,0.00,0.05,0.00,0.00,0.28,0.00,0.09,0.09,0.09,0.00,3.73,0.05,0.00,0.09,0.00,0.00,0.00,0.09,0.00,3.50,0.00,0.00
20160729.Bouncing fruit collision example _ Impacts and linear momentum _ Physics _ Khan Academy.1i8VMBvMQ_E.en.txt,1,1743,49.53,67.68,56.45,34.75,1743.00,15.38,85.83,56.11,13.94,6.02,1.15,3.33,1.43,0.06,0.06,7.92,8.38,12.39,10.38,6.66,8.55,2.35,18.93,5.85,2.58,1.26,4.65,2.18,0.98,0.75,0.23,0.00,0.06,0.00,6.60,0.00,0.00,0.00,0.06,11.13,2.29,2.52,2.41,3.38,1.20,3.21,2.93,2.01,0.57,0.11,0.46,0.23,0.11,0.06,0.29,7.75,3.33,0.63,1.61,1.89,0.29,3.44,13.54,2.24,17.79,1.95,7.69,8.15,0.23,0.17,0.00,0.06,0.00,0.00,0.57,0.06,0.11,0.06,0.29,0.06,4.99,0.00,0.00,0.11,0.00,0.00,0.00,0.17,0.00,4.70,0.00,0.00
20160729.The force of tension _ Forces and Newton's laws of motion _ Physics _ Khan Academy.9BJ_WWRgtLc.en.txt,1,2958,40.63,57.12,47.93,7.21,2958.00,14.03,87.12,58.11,16.77,6.86,3.01,1.52,1.72,0.00,0.61,9.91,7.51,12.85,10.51,7.94,7.78,1.62,18.63,3.35,2.13,1.69,2.16,2.81,4.06,1.22,2.84,2.10,0.14,0.00,6.36,0.03,0.07,0.03,0.00,14.87,1.89,5.65,2.37,3.21,1.01,3.18,1.49,0.17,0.88,0.34,0.51,0.03,0.03,0.00,0.44,8.96,1.59,0.74,4.87,1.18,0.61,1.35,13.49,1.86,14.98,3.28,8.72,2.81,0.51,0.07,0.00,0.03,0.00,0.03,0.57,0.00,0.03,0.20,0.37,0.00,4.83,0.00,0.00,0.07,0.00,0.00,0.00,0.07,0.00,4.70,0.00,0.00
"20160729.More on moment of inertia _ Moments, torque, and angular momentum _ Physics _ Khan Academy.lwO0V5FitAo.en.txt",1,3242,57.37,75.24,46.34,37.22,3242.00,11.51,85.23,58.79,16.01,6.20,0.46,1.63,3.61,0.00,0.49,9.81,9.65,14.03,11.47,6.29,7.43,0.83,17.64,4.72,3.70,1.36,1.73,4.01,1.33,0.99,0.34,0.03,0.00,0.03,7.19,0.00,0.00,0.03,0.03,11.32,1.33,1.70,2.90,3.49,1.73,4.29,1.20,0.37,0.65,0.12,0.09,0.06,0.06,0.00,0.03,5.15,1.63,0.31,1.60,1.42,0.25,2.04,13.23,2.07,17.27,4.35,9.35,3.55,0.25,0.37,0.00,0.03,0.00,0.00,1.17,0.03,0.86,0.09,0.15,0.00,4.47,0.00,0.00,0.06,0.00,0.00,0.00,0.25,0.00,3.98,0.00,0.19
20160729.AP Physics 1 review of 2D motion and vectors _ Physics _ Khan Academy.YJEfSqlSxks.en.txt,1,2737,81.14,71.20,37.39,30.07,2737.00,16.37,78.70,55.10,12.46,6.03,1.06,2.59,2.08,0.00,0.29,6.43,10.96,14.43,8.77,3.69,7.45,1.61,15.35,2.81,1.75,1.68,2.01,2.59,0.99,0.62,0.37,0.07,0.00,0.00,6.43,0.00,0.00,0.00,0.00,11.62,2.41,2.37,2.56,1.61,1.94,2.85,0.73,0.44,0.11,0.15,0.77,0.37,0.00,0.00,0.40,6.94,2.70,0.55,1.35,2.30,0.26,2.01,11.25,1.90,15.31,2.34,9.28,3.84,0.55,0.33,0.00,0.00,0.00,0.00,0.91,0.00,0.84,0.04,0.04,0.00,2.19,0.00,0.00,0.07,0.00,0.00,0.00,0.33,0.00,1.75,0.00,0.04
20160729.AP Physics 1 review of Torque and Angular momentum _ Physics _ Khan Academy.uRA8vI2Gzvk.en.txt,1,3792,88.82,57.74,37.04,57.69,3792.00,19.28,78.24,51.24,8.76,2.69,0.21,1.11,1.16,0.00,0.21,6.07,11.50,14.35,9.86,4.32,5.96,0.84,14.48,4.32,3.03,1.93,3.16,2.27,2.16,1.93,0.24,0.00,0.00,0.00,3.61,0.00,0.00,0.03,0.00,10.15,1.11,2.93,2.27,2.29,1.05,2.87,0.98,0.45,0.40,0.08,0.00,0.00,0.00,0.00,0.00,5.72,1.16,0.63,2.64,1.21,0.26,0.84,11.26,1.66,17.09,3.74,8.15,5.20,0.32,0.03,0.00,0.03,0.00,0.00,0.84,0.00,0.66,0.00,0.18,0.00,2.95,0.00,0.00,0.05,0.00,0.00,0.00,0.40,0.00,2.32,0.00,0.18
20160729.Pendulums _ Oscillations and mechanical waves _ Physics _ Khan Academy.WPa5IgLgDyQ.en.txt,1,2828,53.28,64.23,68.78,61.31,2828.00,14.53,86.56,57.28,14.53,4.81,0.92,1.27,2.48,0.04,0.11,9.72,9.41,12.84,10.33,8.10,8.13,0.95,19.20,7.04,4.81,1.63,1.24,2.48,2.51,2.19,0.32,0.00,0.07,0.00,5.27,0.00,0.00,0.04,0.00,12.20,1.66,3.11,2.26,3.32,1.13,3.50,2.09,0.53,1.13,0.35,0.07,0.04,0.00,0.00,0.04,6.08,1.27,0.39,3.08,1.38,0.14,0.85,13.97,2.65,20.16,5.41,9.51,6.01,0.60,0.04,0.00,0.04,0.00,0.00,0.64,0.00,0.18,0.18,0.35,0.00,3.96,0.00,0.00,0.07,0.00,0.00,0.00,0.07,0.00,3.75,0.00,0.07
20160729.Magnitude of electric field created by a charge _ Physics _ Khan Academy.-LtvW5783zE.en.txt,1,2276,53.12,75.08,33.82,79.44,2276.00,14.72,81.85,59.14,17.57,6.59,1.01,3.16,2.24,0.00,0.18,10.98,8.39,14.06,9.58,6.24,7.03,1.89,19.46,2.94,0.88,1.89,3.12,1.41,3.51,3.21,0.26,0.00,0.09,0.00,7.16,0.00,0.00,0.00,0.00,12.79,2.86,2.50,2.64,2.11,1.98,2.86,0.92,0.31,0.53,0.09,0.09,0.00,0.04,0.04,0.00,8.96,3.25,1.41,1.85,2.07,0.40,2.37,13.31,1.98,14.41,1.71,10.59,2.11,0.22,0.00,0.00,0.00,0.00,0.00,1.27,0.04,0.62,0.48,0.48,0.04,4.44,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.00,4.09,0.00,0.09
20160729.Three box system problem _ Forces and Newton's laws of motion _ Physics _ Khan Academy.ibdidr-bEvI.en.txt,1,1233,37.35,57.09,31.37,34.20,1233.00,14.76,85.24,56.12,16.38,5.52,1.95,1.22,2.11,0.00,0.24,10.87,7.14,11.76,12.65,6.00,8.11,1.22,21.09,3.65,1.54,1.54,4.87,2.19,2.43,1.46,0.97,0.57,0.00,0.08,5.11,0.00,0.00,0.00,0.00,15.90,1.70,6.81,1.78,4.06,1.38,3.49,1.30,0.32,0.49,0.49,0.08,0.08,0.00,0.00,0.00,10.22,1.30,1.78,4.70,1.46,0.97,1.46,15.98,3.08,12.73,3.41,7.70,1.95,0.24,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.24,0.24,0.32,0.00,6.00,0.00,0.00,0.16,0.00,0.00,0.00,0.24,0.00,5.43,0.00,0.16
20160729.Equation for simple harmonic oscillators _ Physics _ Khan Academy.kLWXLbciobw.en.txt,1,2971,30.20,66.79,46.21,49.58,990.33,13.09,84.69,59.14,18.31,7.37,2.26,2.49,2.59,0.00,0.03,10.94,6.29,12.39,11.34,6.87,9.32,1.04,20.83,3.70,2.63,2.36,3.40,2.15,1.82,1.55,0.27,0.07,0.10,0.07,6.33,0.00,0.03,0.00,0.00,12.69,1.38,1.88,4.24,3.70,1.04,3.77,2.02,0.94,0.91,0.07,0.10,0.07,0.00,0.00,0.03,5.79,2.49,0.27,1.48,1.51,0.03,2.36,14.98,2.19,17.27,2.29,8.89,6.43,0.30,0.00,0.03,0.00,0.00,0.00,0.47,0.00,0.07,0.13,0.20,0.00,3.57,0.07,0.00,0.07,0.00,0.00,0.00,0.00,0.00,3.43,0.00,0.00
20160729.Impulse and momentum dodgeball example _ Physics _ Khan Academy.uMYAc04D0ak.en.txt,1,2035,73.43,57.98,64.59,32.52,2035.00,15.63,87.08,57.20,13.86,5.41,2.16,2.31,0.79,0.00,0.15,8.45,11.40,13.86,9.39,6.00,6.78,1.43,16.81,3.10,1.77,1.67,2.80,1.77,1.67,1.03,0.64,0.05,0.00,0.05,5.75,0.00,0.10,0.00,0.00,14.20,3.24,5.06,1.72,2.21,1.08,3.24,1.08,0.20,0.64,0.15,1.57,1.47,0.05,0.00,0.15,8.01,2.41,0.34,3.24,1.72,0.34,3.49,11.79,1.28,16.31,2.11,8.94,5.26,0.20,2.46,0.00,0.10,0.05,0.00,0.15,0.00,0.05,0.05,0.05,0.00,4.28,0.00,0.00,0.10,0.00,0.00,0.00,0.05,0.00,4.13,0.00,0.00
